,description,indonesian_description,hs_code,id_,parent_id,depth,is_leaf
11713,Other,Lain-lain,8458.11.90,11714,11712,3,True
11714,Other,Lain-lain,8458.19,11715,11711,2,False
11715,With the distance between the main spindle centre and the bed not exceeding 300 mm,Dengan jarak antara pusat spindle dan bed tidak melebihi 300 mm,8458.19.10,11716,11715,3,True
11716,Other,Lain-lain,8458.19.90,11717,11715,3,True
11717,Other lathes,Mesin bubut lainnya,,11718,11710,1,False
11718,Numerically controlled,Dikontrol secara numerik,8458.91.00,11719,11718,2,True
11719,Other,Lain-lain,8458.99,11720,11718,2,False
11720,With the distance between the main spindle centre and the bed not exceeding 300 mm,Dengan jarak antara pusat spindle dan bed tidak melebihi 300 mm,8458.99.10,11721,11720,3,True
11721,Other,Lain-lain,8458.99.90,11722,11720,3,True
11722,"Machine-tools (including way-type unit head machines) for drilling, boring, milling, threading or tapping by removing metal, other than lathes (including turning centres) of heading 84.58","Mesin perkakas (termasuk mesin way-type unit head) untuk mengebor, menggurdi, menggiling, membuat ulir atau alur dengan menghilangkan logam, selain mesin bubut (termasuk turning centre) dari pos 84.58",84.59,11723,0,0,False
11723,Way-type unit head machines,Mesin way-type unit head,8459.10,11724,11723,1,False
11724,Electrically operated,Dioperasikan secara elektrik,8459.10.10,11725,11724,2,True
11725,Not electrically operated,Tidak dioperasikan secara elektrik,8459.10.20,11726,11724,2,True
11726,Other drilling machines,Mesin penggurdi lainnya,,11727,11723,1,False
11727,Numerically controlled,Dikontrol secara numerik,8459.21.00,11728,11727,2,True
11728,Other,Lain-lain,8459.29,11729,11727,2,False
11729,Electrically operated,Dioperasikan secara elektrik,8459.29.10,11730,11729,3,True
11730,Not electrically operated,Tidak dioperasikan secara elektrik,8459.29.20,11731,11729,3,True
11731,Other boring-milling machines,Mesin pengebor-penggiling lainnya,,11732,11723,1,False
11732,Numerically controlled,Dikontrol secara numerik,8459.31.00,11733,11732,2,True
11733,Other,Lain-lain,8459.39,11734,11732,2,False
11734,Electrically operated,Dioperasikan secara elektrik,8459.39.10,11735,11734,3,True
11735,Not electrically operated,Tidak dioperasikan secara elektrik,8459.39.20,11736,11734,3,True
11736,Other boring machines,Mesin pengebor lainnya,,11737,11723,1,False
11737,Numerically controlled,Dikontrol secara numerik,8459.41.00,11738,11737,2,True
11738,Other,Lain-lain,8459.49,11739,11737,2,False
11739,Electrically operated,Dioperasikan secara elektrik,8459.49.10,11740,11739,3,True
11740,Not electrically operated,Tidak dioperasikan secara elektrik,8459.49.20,11741,11739,3,True
11741,"Milling machines, knee-type","Mesin penggiling, tipe knee",,11742,11723,1,False
11742,Numerically controlled,Dikontrol secara numerik,8459.51.00,11743,11742,2,True
11743,Other,Lain-lain,8459.59,11744,11742,2,False
11744,Electrically operated,Dioperasikan secara elektrik,8459.59.10,11745,11744,3,True
11745,Not electrically operated,Tidak dioperasikan secara elektrik,8459.59.20,11746,11744,3,True
11746,Other milling machines,Mesin penggiling lainnya,,11747,11723,1,False
11747,Numerically controlled,Dikontrol secara numerik,8459.61.00,11748,11747,2,True
11748,Other,Lain-lain,8459.69,11749,11747,2,False
11749,Electrically operated,Dioperasikan secara elektrik,8459.69.10,11750,11749,3,True
11750,Not electrically operated,Tidak dioperasikan secara elektrik,8459.69.20,11751,11749,3,True
11751,Other threading or tapping machines,Mesin pembuat ulir atau alur lainnya,8459.70,11752,11723,1,False
11752,Electrically operated,Dioperasikan secara elektrik,8459.70.10,11753,11752,2,True
11753,Not electrically operated,Tidak dioperasikan secara elektrik,8459.70.20,11754,11752,2,True
11754,"Machine-tools for deburring, sharpening, grinding, honing, lapping, polishing or otherwise finishing metal or cermets by means of grinding stones, abrasives or polishing products, other than gear cutting, gear grinding or gear finishing machines of heading 84.61","Mesin perkakas untuk menghaluskan, menajamkan, menggerinda, menggosok, mengasah, memoles atau merampungkan logam atau cermet secara lain dengan memakai batu gerinda, amplas atau produk pemoles, selain mesin pemotong gir, penggerinda gir atau mesin untuk merampungkan gir dari pos 84.61",84.60,11755,0,0,False
11755,Flat-surface grinding machines,Mesin penggerinda permukaan datar,,11756,11755,1,False
11756,Numerically controlled,Dikontrol secara numerik,8460.12.00,11757,11756,2,True
11757,Other,Lain-Lain,8460.19.00,11758,11756,2,True
11758,Other grinding machines,Mesin penggerinda lainnya,,11759,11755,1,False
11759,"Centreless grinding machines, numerically controlled","Mesin penggerinda centreless, dikontrol secara numerik",8460.22.00,11760,11759,2,True
11760,"Other cylindrical grinding machines, numerically controlled","Mesin penggerinda silindris lainnya, dikontrol secara numerik",8460.23.00,11761,11759,2,True
11761,"Other, numerically controlled","Lain-lain, dikontrol secara numerik",8460.24.00,11762,11759,2,True
11762,Other,Lain-lain,8460.29,11763,11759,2,False
11763,Electrically operated,Dioperasikan secara elektrik,8460.29.10,11764,11763,3,True
11764,Not electrically operated,Tidak dioperasikan secara elektrik,8460.29.20,11765,11763,3,True
11765,Sharpening (tool or cutter grinding) machines,Mesin penajam (perkakas atau gerinda pemotong),,11766,11755,1,False
11766,Numerically controlled,Dikontrol secara numerik,8460.31,11767,11766,2,False
11767,"Machine tools, numerically controlled, for sharpening carbide drilling bits with a shank diameter not exceeding 3.175 mm, provided with fixed collets and having a power not exceeding 0.74 kW","Mesin perkakas, dikontrol secara numerik, untuk menajamkan mata bor karbida dengan diameter tangkai tidak melebihi 3,175 mm, dilengkapi dengan leher tetap dan mempunyai daya tidak melebihi 0,74 kW",8460.31.10,11768,11767,3,True
11768,Other,Lain-lain,8460.31.90,11769,11767,3,True
11769,Other,Lain-lain,8460.39,11770,11766,2,False
11770,Electrically operated,Dioperasikan secara elektrik,8460.39.10,11771,11770,3,True
11771,Not electrically operated,Tidak dioperasikan secara elektrik,8460.39.20,11772,11770,3,True
11772,Honing or lapping machines,Mesin penggosok atau pengasah,8460.40,11773,11755,1,False
11773,Electrically operated,Dioperasikan secara elektrik,8460.40.10,11774,11773,2,True
11774,Not electrically operated,Tidak dioperasikan secara elektrik,8460.40.20,11775,11773,2,True
11775,Other,Lain-lain,8460.90,11776,11755,1,False
11776,Electrically operated,Dioperasikan secara elektrik,8460.90.10,11777,11776,2,True
11777,Not electrically operated,Tidak dioperasikan secara elektrik,8460.90.20,11778,11776,2,True
11778,"Machine-tools for planing, shaping, slotting, broaching, gear cutting, gear grinding or gear finishing, sawing, cutting-off and other machine-tools working by removing metal or cermets, not elsewhere specified or included","Mesin perkakas untuk mengetam, membentuk, menyerut, menggerek, memotong gir, menggerinda gir atau merampungkan gir, menggergaji, memotong dan mesin perkakas lainnya yang bekerja dengan menghilangkan logam atau sermet, tidak dirinci atau termasuk dalam pos lainnya",84.61,11779,0,0,False
11779,Shaping or slotting machines,Mesin pembentuk atau penyerut,8461.20,11780,11779,1,False
11780,Electrically operated,Dioperasikan secara elektrik,8461.20.10,11781,11780,2,True
11781,Not electrically operated,Tidak dioperasikan secara elektrik,8461.20.20,11782,11780,2,True
11782,Broaching machines,Mesin penggerek,8461.30,11783,11779,1,False
11783,Electrically operated,Dioperasikan secara elektrik,8461.30.10,11784,11783,2,True
11784,Not electrically operated,Tidak dioperasikan secara elektrik,8461.30.20,11785,11783,2,True
11785,"Gear cutting, gear grinding or gear finishing machines","Mesin pemotong gir, penggerinda gir atau perampung gir",8461.40,11786,11779,1,False
11786,Electrically operated,Dioperasikan secara elektrik,8461.40.10,11787,11786,2,True
11787,Not electrically operated,Tidak dioperasikan secara elektrik,8461.40.20,11788,11786,2,True
11788,Sawing or cutting-off machines,Mesin penggergaji atau mesin pemotong,8461.50,11789,11779,1,False
11789,Electrically operated,Dioperasikan secara elektrik,8461.50.10,11790,11789,2,True
11790,Not electrically operated,Tidak dioperasikan secara elektrik,8461.50.20,11791,11789,2,True
11791,Other,Lain-lain,8461.90,11792,11779,1,False
11792,Electrically operated,Dioperasikan secara elektrik,,11793,11792,2,False
11793,Planing machines,Mesin pengetam,8461.90.11,11794,11793,3,True
11794,Other,Lain-lain,8461.90.19,11795,11793,3,True
11795,Not electrically operated,Tidak dioperasikan secara elektrik,,11796,11792,2,False
11796,Planing machines,Mesin pengetam,8461.90.91,11797,11796,3,True
11797,Other,Lain-lain,8461.90.99,11798,11796,3,True
11798,"Machine-tools (including presses) for working metal by forging, hammering or die-stamping; machine-tools (including presses) for working metal by bending, folding, straightening, flattening, shearing, punching or notching; presses for working metal or metal carbides, not specified above","Mesin perkakas (termasuk pengepres) untuk mengerjakan logam dengan menempa, memalu atau menumbuk; mesin perkakas (termasuk pengepres) untuk mengerjakan logam dengan cara membengkokkan, melipat, meluruskan, memipihkan, menggunting, melubangi atau menakik; pengepres untuk mengerjakan logam atau karbida logam, tidak dirinci diatas",84.62,11799,0,0,False
11799,Forging or die-stamping machines (including presses) and hammers,Mesin penempa atau penumbuk (termasuk pengepres) dan mesin untuk memalu,8462.10,11800,11799,1,False
11800,Electrically operated,Dioperasikan secara elektrik,8462.10.10,11801,11800,2,True
11801,Not electrically operated,Tidak dioperasikan secara elektrik,8462.10.20,11802,11800,2,True
11802,"Bending, folding, straightening or flattening machines (including presses)","Mesin pembengkok, pelipat, pelurus atau pemipih (termasuk pengepres)",,11803,11799,1,False
11803,Numerically controlled,Dikontrol secara numerik,8462.21.00,11804,11803,2,True
11804,Other,Lain-lain,8462.29,11805,11803,2,False
11805,Electrically operated,Dioperasikan secara elektrik,8462.29.10,11806,11805,3,True
11806,Not electrically operated,Tidak dioperasikan secara elektrik,8462.29.20,11807,11805,3,True
11807,"Shearing machines (including presses), other than combined punching and shearing machines","Mesin penggunting (termasuk pengepres), selain kombinasi mesin pelubang dan penggunting",,11808,11799,1,False
11808,Numerically controlled,Dikontrol secara numerik,8462.31.00,11809,11808,2,True
11809,Other,Lain-lain,8462.39,11810,11808,2,False
11810,Electrically operated,Dioperasikan secara elektrik,8462.39.10,11811,11810,3,True
11811,Not electrically operated,Tidak dioperasikan secara elektrik,8462.39.20,11812,11810,3,True
11812,"Punching or notching machines (including presses), including combined punching and shearing machines","Mesin pelubang atau mesin penakik (termasuk pengepres), termasuk kombinasi mesin pelubang dan penggunting",,11813,11799,1,False
11813,Numerically controlled,Dikontrol secara numerik,8462.41.00,11814,11813,2,True
11814,Other,Lain-lain,8462.49,11815,11813,2,False
11815,Electrically operated,Dioperasikan secara elektrik,8462.49.10,11816,11815,3,True
11816,Not electrically operated,Tidak dioperasikan secara elektrik,8462.49.20,11817,11815,3,True
11817,Other,Lain-lain,,11818,11799,1,False
11818,Hydraulic presses,Pengepres hidrolik,8462.91.00,11819,11818,2,True
11819,Other,Lain-lain,8462.99,11820,11818,2,False
11820,"Machines for the manufacture of boxes, cans and similar containers of tin plate, electrically operated","Mesin untuk pembuatan kotak, kaleng dan kemasan semacam itu dari tin plate, dioperasikan secara elektrik",8462.99.10,11821,11820,3,True
11821,"Machines for the manufacture of boxes, cans and similar containers of tin plate, not electrically operated","Mesin untuk pembuatan kotak, kaleng dan kemasan semacam itu dari tin plate, tidak dioperasikan secara elektrik",8462.99.20,11822,11820,3,True
11822,"Other, electrically operated","Lain-lain, dioperasikan secara elektrik",8462.99.50,11823,11820,3,True
11823,"Other, not electrically operated","Lain-lain, tidak dioperasikan secara elektrik",8462.99.60,11824,11820,3,True
11824,"Other machine-tools for working metal or cermets, without removing material","Mesin perkakas lainnya untuk mengerjakan logam atau sermet, tanpa menghilangkan bahannya",84.63,11825,0,0,False
11825,"Draw-benches for bars, tubes, profiles, wire or the like","Draw-bench untuk batang, tabung, profil, kawat atau sejenisnya",8463.10,11826,11825,1,False
11826,Electrically operated,Dioperasikan secara elektrik,8463.10.10,11827,11826,2,True
11827,Not electrically operated,Tidak dioperasikan secara elektrik,8463.10.20,11828,11826,2,True
11828,Thread rolling machines,Mesin pencanai ulir,8463.20,11829,11825,1,False
11829,Electrically operated,Dioperasikan secara elektrik,8463.20.10,11830,11829,2,True
11830,Not electrically operated,Tidak dioperasikan secara elektrik,8463.20.20,11831,11829,2,True
11831,Machines for working wire,Mesin untuk mengerjakan kawat,8463.30,11832,11825,1,False
11832,Electrically operated,Dioperasikan secara elektrik,8463.30.10,11833,11832,2,True
11833,Not electrically operated,Tidak dioperasikan secara elektrik,8463.30.20,11834,11832,2,True
11834,Other,Lain-lain,8463.90,11835,11825,1,False
11835,Electrically operated,Dioperasikan secara elektrik,8463.90.10,11836,11835,2,True
11836,Not electrically operated,Tidak dioperasikan secara elektrik,8463.90.20,11837,11835,2,True
11837,"Machine-tools for working stone, ceramics, concrete, asbestos-cement or like mineral materials or for cold-working glass","Mesin perkakas untuk mengerjakan batu, keramik, beton, asbes semen atau bahan mineral sejenisnya atau untuk mengerjakan kaca secara dingin",84.64,11838,0,0,False
11838,Sawing machines,Mesin gergaji,8464.10,11839,11838,1,False
11839,Electrically operated,Dioperasikan secara elektrik,8464.10.10,11840,11839,2,True
11840,Not electrically operated,Tidak dioperasikan secara elektrik,8464.10.20,11841,11839,2,True
11841,Grinding or polishing machines,Mesin penggerinda atau pemoles,8464.20,11842,11838,1,False
11842,Electrically operated,Dioperasikan secara elektrik,8464.20.10,11843,11842,2,True
11843,Not electrically operated,Tidak dioperasikan secara elektrik,8464.20.20,11844,11842,2,True
11844,Other,Lain-lain,8464.90,11845,11838,1,False
11845,Electrically operated,Dioperasikan secara elektrik,8464.90.10,11846,11845,2,True
11846,Not electrically operated,Tidak dioperasikan secara elektrik,8464.90.20,11847,11845,2,True
11847,"Machine-tools (including machines for nailing, stapling, glueing or otherwise assembling) for working wood, cork, bone, hard rubber, hard plastics or similar hard materials","Mesin perkakas (termasuk mesin untuk memaku, mengokot, merekati atau merakit secara lain) untuk mengerjakan kayu, gabus, tulang, karet keras, plastik keras atau bahan keras semacam itu",84.65,11848,0,0,False
11848,Machines which can carry out different types of machining operations without tool change between such operations,Mesin yang dapat melakukan berbagai jenis pekerjaan yang berbeda tanpa menukar alat diantara beberapa pengerjaan,8465.10.00,11849,11848,1,True
11849,Machining centres,Machining center,8465.20.00,11850,11848,1,True
11850,Other,Lain-lain,,11851,11848,1,False
11851,Sawing machines,Mesin penggergaji,8465.91,11852,11851,2,False
11852,"Of a kind used for scoring printed circuit boards or printed wiring boards or printed circuit board or printed wiring board substrates, electrically operated","Untuk menggores printed circuit board atau printed wiring board atau substrat printed circuit board atau printed wiring board, dioperasikan secara elektrik",8465.91.10,11853,11852,3,True
11853,"Other, electrically operated","Lain-lain, dioperasikan secara elektrik",8465.91.20,11854,11852,3,True
11854,Not electrically operated,Tidak dioperasikan secara elektrik,8465.91.30,11855,11852,3,True
11855,"Planing, milling or moulding (by cutting) machines","Mesin pengetam, penggiling atau pencetak (dengan memotong)",8465.92,11856,11851,2,False
11856,"For routing printed circuit boards or printed wiring boards or printed circuit board or printed wiring board substrates, accepting router bits with a shank diameter not exceeding 3.175 mm, for scoring printed circuit boards or printed wiring boards or printed circuit board or printed wiring board substrates","Untuk membuat alur printed circuit board atau printed wiring board atau substrat printed circuit board atau printed wiring board, menggunakan bit pengalur dengan diameter tangkai tidak melebihi 3,175 mm, untuk menggores printed circuit board atau printed wiring board atau substrat printed circuit board atau printed wiring board",8465.92.10,11857,11856,3,True
11857,"Other, electrically operated","Lain-lain, dioperasikan secara elektrik",8465.92.20,11858,11856,3,True
11858,Not electrically operated,Tidak dioperasikan secara elektrik,8465.92.30,11859,11856,3,True
11859,"Grinding, sanding or polishing machines","Mesin penggerinda, penggosok atau pemoles",8465.93,11860,11851,2,False
11860,Electrically operated,Dioperasikan secara elektrik,8465.93.10,11861,11860,3,True
11861,Not electrically operated,Tidak dioperasikan secara elektrik,8465.93.20,11862,11860,3,True
11862,Bending or assembling machines,Mesin pembengkok atau perakit,8465.94,11863,11851,2,False
11863,Electrically operated,Dioperasikan secara elektrik,8465.94.10,11864,11863,3,True
11864,Not electrically operated,Tidak dioperasikan secara elektrik,8465.94.20,11865,11863,3,True
11865,Drilling or morticing machines,Mesin penggurdi atau mortice,8465.95,11866,11851,2,False
11866,"Drilling machines for the manufacture of printed circuit boards or printed wiring boards, with a spindle speed exceeding 50,000 rpm and accepting drill bits of a shank diameter not exceeding 3.175 mm","Mesin penggurdi untuk pembuatan printed circuit board atau printed wiring board dengan kecepatan putaran melebihi 50.000 rpm dan menggunakan mata bor dengan diameter tangkai tidak melebihi 3,175 mm",8465.95.10,11867,11866,3,True
11867,"Other, electrically operated","Lain-lain, dioperasikan secara elektrik",8465.95.30,11868,11866,3,True
11868,Not electrically operated,Tidak dioperasikan secara elektrik,8465.95.40,11869,11866,3,True
11869,"Splitting, slicing or paring machines","Mesin pemisah, pengiris atau pengupas",8465.96,11870,11851,2,False
11870,Electrically operated,Dioperasikan secara elektrik,8465.96.10,11871,11870,3,True
11871,Not electrically operated,Tidak dioperasikan secara elektrik,8465.96.20,11872,11870,3,True
11872,Other,Lain-lain,8465.99,11873,11851,2,False
11873,"Lathes, electrically operated","Mesin bubut, dioperasikan secara elektrik",8465.99.30,11874,11873,3,True
11874,"Lathes, not electrically operated","Mesin bubut, tidak dioperasikan secara elektrik",8465.99.40,11875,11873,3,True
11875,Machines for deburring the surfaces of printed circuit boards or printed wiring boards during manufacturing; machines for scoring printed circuit boards or printed wiring boards or printed circuit board or printed wiring board substrates; laminating presses for the manufacture of printed circuit boards or printed wiring boards,Mesin untuk menghaluskan permukaan printed circuit board atau printed wiring board selama pembuatannya; untuk menggores printed circuit board atau printed wiring board atau substrat printed circuit board atau printed wiring board; pengepres laminasi untuk pembuatan printed circuit board/printed wiring board,8465.99.50,11876,11873,3,True
11876,"Other, electrically operated","Lain-lain, dioperasikan secara elektrik",8465.99.60,11877,11873,3,True
11877,Other,Lain-lain,8465.99.90,11878,11873,3,True
11878,"Parts and accessories suitable for use solely or principally with the machines of headings 84.56 to 84.65, including work or tool holders, self-opening dieheads, dividing heads and other special attachments for the machines; tool holders for any type of tool for working in the hand","Bagian dan aksesori yang cocok untuk digunakan semata-mata atau terutama dengan mesin dari pos 84.56 sampai dengan 84.65, termasuk pemegang barang yang dikerjakan atau pemegang perkakas, self-opening die head, dividing head dan kelengkapan khusus lain untuk mesin perkakas; pemegang perkakas untuk semua tipe perkakas tangan",84.66,11879,0,0,False
11879,Tool holders and self-opening dieheads,Alat pemegang perkakas dan self-opening diehead,8466.10,11880,11879,1,False
11880,"For the machines of subheading 8456.40.10, 8456.90.20, 8460.31.10, 8465.91.10, 8465.92.10, 8465.95.10 or 8465.99.50","Untuk mesin dari subpos 8456.40.10, 8456.90.20, 8460.31.10, 8465.91.10, 8465.92.10, 8465.95.10 atau 8465.99.50",8466.10.10,11881,11880,2,True
11881,Other,Lain-lain,8466.10.90,11882,11880,2,True
11882,Work holders,Pemegang barang yang dikerjakan,8466.20,11883,11879,1,False
11883,"For the machines of subheading 8456.40.10, 8456.90.20, 8460.31.10, 8465.91.10, 8465.92.10, 8465.95.10 or 8465.99.50","Untuk mesin dari subpos 8456.40.10, 8456.90.20, 8460.31.10, 8465.91.10, 8465.92.10, 8465.95.10 atau 8465.99.50",8466.20.10,11884,11883,2,True
11884,Other,Lain-lain,8466.20.90,11885,11883,2,True
11885,Dividing heads and other special attachments for machines,Dividing head dan kelengkapan khusus lainnya untuk mesin perkakas,8466.30,11886,11879,1,False
11886,"For the machines of subheading 8456.40.10, 8456.90.20, 8460.31.10, 8465.91.10, 8465.92.10, 8465.95.10 or 8465.99.50","Untuk mesin dari subpos 8456.40.10, 8456.90.20, 8460.31.10, 8465.91.10, 8465.92.10, 8465.95.10 atau 8465.99.50",8466.30.10,11887,11886,2,True
11887,Other,Lain-lain,8466.30.90,11888,11886,2,True
11888,Other,Lain-lain,,11889,11879,1,False
11889,For machines of heading 84.64,Untuk mesin dari pos 84.64,8466.91.00,11890,11889,2,True
11890,For machines of heading 84.65,Untuk mesin dari pos 84.65,8466.92,11891,11889,2,False
11891,"For the machines of subheading 8465.91.10, 8465.92.10, 8465.95.10 or 8465.99.50","Untuk mesin dari subpos 8465.91.10, 8465.92.10, 8465.95.10 atau 8465.99.50",8466.92.10,11892,11891,3,True
11892,Other,Lain-lain,8466.92.90,11893,11891,3,True
11893,For machines of headings 84.56 to 84.61,Untuk mesin dari pos 84.56 sampai 84.61,8466.93,11894,11889,2,False
11894,"For machines of subheading 8456.40.10, 8456.90.20 or 8460.31.10","Untuk mesin pada subpos 8456.40.10, 8456.90.20 atau 8460.31.10",8466.93.20,11895,11894,3,True
11895,Other,Lain-lain,8466.93.90,11896,11894,3,True
11896,For machines of heading 84.62 or 84.63,Untuk mesin dari pos 84.62 atau 84.63,8466.94.00,11897,11889,2,True
11897,"Tools for working in the hand, pneumatic, hydraulic or with self‐contained electric or non‐electric motor","Perkakas tangan, digerakkan secara pneumatik, hidraulik atau dengan motor listrik atau bukan listrik terpasang",84.67,11898,0,0,False
11898,Pneumatic,Pneumatik,,11899,11898,1,False
11899,Rotary type (including combined rotary-percussion),Tipe berputar (termasuk kombinasi perkusi yang dapat berputar),8467.11.00,11900,11899,2,True
11900,Other,Lain-lain,8467.19.00,11901,11899,2,True
11901,With self-contained electric motor,Dengan motor listrik terpasang,,11902,11898,1,False
11902,Drills of all kinds,Bor dari segala jenis,8467.21.00,11903,11902,2,True
11903,Saws,Gergaji,8467.22.00,11904,11902,2,True
11904,Other,Lain-lain,8467.29.00,11905,11902,2,True
11905,Other tools,Perkakas lainnya,,11906,11898,1,False
11906,Chain saws,Gergaji rantai,8467.81.00,11907,11906,2,True
11907,Other,Lain-lain,8467.89.00,11908,11906,2,True
11908,Parts,Bagian,,11909,11898,1,False
11909,Of chain saws,Dari gergaji rantai,8467.91,11910,11909,2,False
11910,Of electro-mechanical type,Dari perkakas mekanik elektrik,8467.91.10,11911,11910,3,True
11911,Other,Lain-lain,8467.91.90,11912,11910,3,True
11912,Of pneumatic tools,Dari perkakas pneumatik,8467.92.00,11913,11909,2,True
11913,Other,Lain-lain,8467.99,11914,11909,2,False
11914,"Of goods of subheading 8467.21.00, 8467.22.00 or 8467.29.00","Dari barang pada subpos 8467.21.00, 8467.22.00 atau 8467.29.00",8467.99.10,11915,11914,3,True
11915,Other,Lain-lain,8467.99.90,11916,11914,3,True
11916,"Machinery and apparatus for soldering, brazing or welding, whether or not capable of cutting, other than those of heading 85.15; gas-operated surface tempering machines and appliances","Mesin dan aparatus untuk menyolder, mematri, mengelas, dapat memotong maupun tidak, selain yang dimaksud dari pos 85.15; mesin dan peralatan untuk mengeraskan permukaan yang digerakkan dengan gas",84.68,11917,0,0,False
11917,Hand-held blow pipes,Pipa tiup yang dipegang dengan tangan,8468.10.00,11918,11917,1,True
11918,Other gas-operated machinery and apparatus,Mesin dan aparatus lainnya yang digerakkan dengan gas,8468.20,11919,11917,1,False
11919,Hand-operated (not hand-held) gas welding or brazing appliances for metal,"Peralatan mengelas atau mematri dengan gas untuk logam, yang dioperasikan dengan tangan (bukan dipegang dengan tangan)",8468.20.10,11920,11919,2,True
11920,Other,Lain-lain,8468.20.90,11921,11919,2,True
11921,Other machinery and apparatus,Mesin dan aparatus lainnya,8468.80.00,11922,11917,1,True
11922,Parts,Bagian,8468.90,11923,11917,1,False
11923,Of goods of subheading 8468.20.10,Dari barang pada subpos 8468.20.10,8468.90.20,11924,11923,2,True
11924,Other,Lain-lain,8468.90.90,11925,11923,2,True
11925,"Calculating machines and pocket-size data recording, reproducing and displaying machines with calculating functions; accounting machines, postage-franking machines, ticket-issuing machines and similar machines, incorporating a calculating device; cash registers","Mesin hitung dan mesin perekam, pereproduksi dan penayang data ukuran saku dengan fungsi menghitung; mesin akunting, mesin cap pengganti perangko, mesin penerbit karcis dan mesin semacam itu, yang dilengkapi dengan alat hitung; register kas",84.70,11926,0,0,False
11926,"Electronic calculators capable of operation without an external source of electric power and pocket-size data recording, reproducing and displaying machines with calculating functions","Mesin hitung elektronik yang dapat dioperasikan tanpa sumber tenaga listrik dari luar dan mesin perekam, pereproduksi dan penayang data ukuran saku dengan fungsi menghitung",8470.10.00,11927,11926,1,True
11927,Other electronic calculating machines,Mesin hitung elektronik lainnya,,11928,11926,1,False
11928,Incorporating a printing device,Dilengkapi dengan alat pencetak,8470.21.00,11929,11928,2,True
11929,Other,Lain-lain,8470.29.00,11930,11928,2,True
11930,Other calculating machines,Mesin hitung lainnya,8470.30.00,11931,11926,1,True
11931,Cash registers,Register kas,8470.50.00,11932,11926,1,True
11932,Other,Lain-lain,8470.90,11933,11926,1,False
11933,Postage-franking machines,Mesin cap pengganti perangko,8470.90.10,11934,11933,2,True
11934,Accounting machines,Mesin akunting,8470.90.20,11935,11933,2,True
11935,Other,Lain-lain,8470.90.90,11936,11933,2,True
11936,"Automatic data processing machines and units thereof; magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included","Mesin pengolah data otomatis dan unitnya; pembaca magnetik atau optik, mesin untuk menyalin data pada media data dalam bentuk kode dan mesin untuk mengolah data tersebut, tidak dirinci atau termasuk dalam pos lainnya",84.71,11937,0,0,False
11937,"Portable automatic data processing machines, weighing not more than 10 kg, consisting of at least a central processing unit, a keyboard and a display","Mesin pengolah data otomatis digital portabel, dengan berat tidak lebih dari 10 kg, terdiri dari paling tidak satu unit pengolah pusat, keyboard dan display",8471.30,11938,11937,1,False
11938,Laptops including notebooks and subnotebooks,Laptop termasuk notebook dan subnotebook,8471.30.20,11939,11938,2,True
11939,Other,Lain-lain,8471.30.90,11940,11938,2,True
11940,Other automatic data processing machines,Mesin pengolah data otomatis digital lainnya,,11941,11937,1,False
11941,"Comprising in the same housing at least a central processing unit and an input and output unit, whether or not combined","Terdapat dalam wadah yang sama paling tidak satu unit pengolah pusat dan satu unit masukan serta keluaran, dikombinasikan maupun tidak",8471.41,11942,11941,2,False
11942,Personal computers excluding portable computers of subheading 8471.30,Komputer personal tidak termasuk komputer portabel dari subpos 8471.30,8471.41.10,11943,11942,3,True
11943,Other,Lain-lain,8471.41.90,11944,11942,3,True
11944,"Other, presented in the form of systems","Lain-lain, disediakan dalam bentuk sistem",8471.49,11945,11941,2,False
11945,Personal computers excluding portable computers of subheading 8471.30,Komputer personal tidak termasuk komputer portabel dari subpos 8471.30,8471.49.10,11946,11945,3,True
11946,Other,Lain-lain,8471.49.90,11947,11945,3,True
11947,"Processing units other than those of subheading 8471.41 or 8471.49, whether or not containing in the same housing one or two of the following types of units : storage units, input units, output units","Unit pengolah selain yang dimaksud dari subpos 8471.41 atau 8471.49, dalam wadah yang sama mempunyai maupun tidak, satu atau dua tipe unit berikut : unit penyimpanan, unit masukan, unit keluaran",8471.50,11948,11937,1,False
11948,Processing units for personal (including portable) computers,Unit pengolah untuk komputer personal (termasuk komputer portable),8471.50.10,11949,11948,2,True
11949,Other,Lain-lain,8471.50.90,11950,11948,2,True
11950,"Input or output units, whether or not containing storage units in the same housing","Unit masukan atau keluaran, mempunyai unit penyimpanan dalam wadah yang sama maupun tidak",8471.60,11951,11937,1,False
11951,Computer keyboards,Keyboard komputer,8471.60.30,11952,11951,2,True
11952,"X-Y coordinate input devices, including mouses, light pens, joysticks, track balls, and touch sensitive screens","Peralatan masukan kordinat X-Y, termasuk mouse, pena cahaya, joystick, track ball dan layar peka sentuh",8471.60.40,11953,11951,2,True
11953,Other,Lain-lain,8471.60.90,11954,11951,2,True
11954,Storage units,Unit penyimpanan,8471.70,11955,11937,1,False
11955,Floppy disk drives,Floppy disk drive,8471.70.10,11956,11955,2,True
11956,Hard disk drives,Hard disk drive,8471.70.20,11957,11955,2,True
11957,Tape drives,Tape drive,8471.70.30,11958,11955,2,True
11958,"Optical disk drives, including CD-ROM drives, DVD drives and CD-R drives","Optical disk drive, termasuk CD-ROM drive, DVD drive dan CD-R drive",8471.70.40,11959,11955,2,True
